,ArticleId,Text,Category,num_of_tokens
982,622,ministers  naive  over phone-taps the government is being naive by refusing to allow phone-tap evidence in court  a senior eu politician says.  javier solana  eu foreign policy chief  says phone-tap evidence works in the courts of other european countries. human rights groups  top police officers and many mps say allowing the evidence would remove the need to detain terror suspects without charge. but home secretary charles clarke says the evidence would not make much difference to these cases. mr solana told itv1 s jonathan dimbleby programme:  [phone-tap evidence in court] works  it is normal that it is done  it would be naive not to do it.  it would be naive not to use this technological thing that we have at our disposal.  mr solana s comments come the day after sir ian blair  the newly-appointed metropolitan police commissioner  said he was in favour of phone-tap evidence.  under the anti-terrorism crimes and security act 2001  foreign terror suspects can be detained in british jails without trial or charge. several suspects have been detained under these powers because evidence against them was deemed too sensitive to be heard in court.  some of this evidence is believed to be telephone intercepts. human rights group liberty has argued that if intercept evidence could be heard  these detainees could be brought to trial. but critics of phone-tap trials say the evidence is often weak and can expose the methods of the security services. the home secretary says intercepts would not make much difference because cases against terror suspects frequently rely on other kinds of surveillance. but mr clarke has been forced to change the regime of detention without trial after law lords ruled it illegal. he has opted for a system of  control orders  whereby suspects  both british and foreign  can be held under house arrest or surveillance. these orders will again involve a uk opt-out of parts of the european convention on human rights. while accepting that people  have to be prepared  for a possible terrorist attack  mr solana said he had  qualms  about the home secretary s new plans.  we have to fight terrorism with all our means  but not so far as to change our way of life   he said.,politics,454
109,334,ecb holds rates amid growth fears the european central bank has left its key interest rate unchanged at 2% for the 19th month in succession.  borrowing costs have remained on hold amid concerns about the strength of economic growth in the 12 nations sharing the euro  analysts said. despite signs of pick-up  labour markets and consumer demand remain sluggish  while firms are eyeing cost cutting measures such as redundancies. high oil prices  meanwhile  have put upward pressure on the inflation rate.  surveys of economists have shown that the majority expect borrowing costs to stay at 2% in coming months  with an increase of a quarter of a percentage point predicted some time in the second half of the year. if anything  there may be greater calls for an interest rate cut  especially with the euro continuing to strengthen against the dollar.  the euro land economy is still struggling with this recovery   said economist dirk schumacher. the ecb  may sound rather hawkish but once the data allows them to cut again  they will.  data coming out of germany on thursday underlined the problems facing european policy makers. while germany s economy expanded by 1.7% in 2004  growth was driven by export sales and lost some of its momentum in the last three months of the year.  the strength of the euro is threatening to dampen that foreign demand in 2005  and domestic consumption currently is not strong enough to take up the slack. inflation in the eurozone  however  is estimated at about 2.3% in december  above ecb guidelines of 2%. ecb president jean-claude trichet has remained upbeat about prospects for the region  and inflation is expected to drop below 2% later in 2005. the ecb has forecast economic growth in the eurozone of 1.9% in 2005.,business,372
739,1994,parmalat bank barred from suing bank of america has been banned from suing parmalat  the food group which went bust in 2003 after an accounting scandal.  the bank - along with investors  auditors and the group s managers - wants damages for being a victim of fraud at the hands of the italian firm. but a judge has barred bank of america and two auditors from the case. the bank  and italaudit - formerly the italian arm of auditor grant thornton - face lawsuits and possible prosecution. a second auditor  deloitte & touche  has also been banned from the case. grant thornton - now rid of the italian unit at the centre of the case - is still being permitted to sue  as are consob  italy s stock market regulator  hundreds of small investors and parmalat s new managers. parmalat collapsed in december 2003 after it emerged that the 4bn euros ($5.2bn; £2.8bn) it supposedly held in a bank of american offshore account did not in fact exist.,business,232
293,2141,celts savour grand slam prospect the six nations has heralded a new order in northern hemisphere rugby this year and wales and ireland rather than traditional big guns france and england face a potential grand slam play-off in three weeks  time.  but before that game in cardiff  wales must get past scotland at murrayfield  while ireland face the not insignificant task of a home fixture with the mercurial french. no-one knows what mood france will be in at lansdowne road on 12 march - sublime  as in the first half against wales  or ridiculous  like in the same period against england at twickenham. but how the mighty have fallen. england sat on rugby s summit 15 months ago as world champions and 2003 grand slam winners. but they have lost nine of their 14 matches since that heady night in sydney. and they face the ignominy of what could amount to a wooden spoon play-off against italy in a fortnight.  england are enduring their worst run in the championship since captain richard hill was dumped in favour of mike harrison after three straight losses in 1987. coach andy robinson  who took over from the successful sir clive woodward in september  has lost a phalanx of world cup stars. and he is enduring the toughest of teething problems in bedding down his own style with a new team. the same year that england ruled the roost  a woeful wales lost all five matches in the six nations. and they won only two games  against scotland and italy  in 2004. wales  most recent championship title was in 1994  and their last grand slam success came in 1978 in the era of gareth edwards  phil bennett  jpr williams et al.  but welsh rugby fans remain on permanent tenterhooks for the blossoming of a new golden age. after several false dawns  coach mike ruddock may have come up with the team and philosophy to match expectations. the fresh verve is inspired by skipper gareth thomas  now out with a broken thumb  accurate kicking from either fly-half stephen jones or centre gavin henson  a rampant martyn williams leading the way up front  and exciting runners in the guise of henson and shane williams. ireland coach eddie o sullivan and captain brian o driscoll have got their side buzzing too  and they are close to shedding the  nearly-men  tag that has dogged them for the past few years. the men from the emerald isle have been six nations runners-up for the past two years  to france and england.  but they have not won the title since 1985 and last clinched a grand slam in 1948. as for scotland  they have struggled this decade and the 2004 wooden spoon  winners  have not been in the top two since they lifted the title in 1999. italy continue the elusive search for their first six nations away win  and can still only account for the scalps of scotland (twice) and wales since joining the elite in 2000. coach john kirwan is a passionate and dedicated believer in the azzurri  but is lacking in raw materials. and so to france. brilliant one minute  inept the next. but the reigning champions could quite easily turn on the style in dublin and end up winning the title through the back door. ireland  though  have won three times in their last five meetings. welsh romantics would probably prefer a glorious victory in the celtic showdown to crown their grand slam. but given that ireland have beaten wales in four of their last five meetings  the welsh legions are likely to be behind les bleus on 12 march.,sport,818
220,1343,moreno debut makes oscar mark catalina sandino moreno has joined a rare group of actresses who have been nominated for an oscar for starring in a foreign language film.  the colombian-born actress was the final hope for director joshua marston  who scoured the us and colombia for a lead for maria full of grace. the film sees the 23-year-old play a teenage drug mule who smuggles heroin by swallowing pellets in condoms. plaudits have been raining down on her for her gritty performance  making it all the more surprising that this is her first film. her previous acting experience was in amateur productions in her home city of bogota at the ruben di pietro theatre academy. she has already received a nomination for the independent spirit awards leading actress category but these rarely overlap with academy awards  instead recognising quirkier  low-budget films. and at the 2004 berlin film festival the jury could not choose between her and charlize theron s oscar winning performance in monster so gave them a tied award. sandino moreno is now being regarded as one of the most promising actresses around at the moment. but she is taking her time committing to her next project  hoping to land a strong spanish script and would love to be able to work with directors pedro almodovar or alejandro amenabar.,entertainment,303
867,1432,chelsea ridiculed over complaint barcelona assistant coach henk ten cate has branded chelsea s expected complaint to uefa as  pathetic .  the blues are poised to complain about an alleged half-time incident during wednesday s 2-1 loss at the nou camp. the source of chelsea s anger was an alleged talk between barca boss frank rijkaard and referee anders frisk  who later dismissed didier drogba.  to react the way chelsea have is pathetic. mourinho lied with the line-ups  and now this   ten cate said. uefa has said its own tunnel representative witnessed nothing unusual out of the ordinary during the half-time break. spokesman william gaillard said:  frisk says rijkaard greeted him and apologised he had not had the opportunity to say hello before the game.  we had two uefa officials there and neither witnessed it. the referee s dressing room was locked and he and his assistants were the only people allowed in.  indeed  it is the londoners who could be on the receiving end of any punishment after failing to turn up for the compulsory press conference after the defeat.  uefa delegate thomas giordano added:  the only unusual thing that happened as far as we are concerned is that chelsea failed to present themselves in the press conference.  the referee is not expected to include any of the alleged incidents in his report to uefa - weakening chelsea s case. rijkaard was critical of mourinho s decision not to speak to the media after the match.  there was a lot of talking before the game and now surprisingly there is a lot of talking after the game. it is not good behaviour after a match   he said.  maybe they want to start something and make it worse than than it is. i really don t understand it. i am very calm about it.   barca midfielder deco  formerly managed by mourinho at porto  agreed that it was not typical of his fellow portuguese to lodge a protest.  it s not normal behaviour on his part. it was not logical he did not give a news conference   he said. rijkaard added:  chelsea is the team which has conceded fewest goals in the english league and they defend very well so i am very pleased with the win.  my men deserved victory and i am pleased to have won this match. i congratulate my players.,sport,524
654,2130,strong dollar  call halts slide the us dollar s slide against the euro and yen has halted after us treasury secretary john snow said a strong dollar was  in america s interest .  but analysts said any gains are likely to be short-lived as problems with the us economy were still significant. they also pointed out that positive comments apart  president george w bush s administration had done little to stop the dollar s slide. a weak dollar helps boost exports and narrow the current account deficit. the dollar was trading at $1.2944 against the euro at 2100gmt  still close to the $1.3006 record level set on 10 november. against the japanese yen  it was trading at 105.28 yen  after hitting a seven-month low of 105.17 earlier in the day.  policy makers in europe have called the dollar s slide  brutal  and have blamed the strength of the euro for dampening economic growth. however  it is unclear whether ministers would issue a declaration aimed at curbing the euro s rise at a monthly meeting of eurozone ministers late on monday. higher growth in europe is regarded by us officials as a way the huge us current account deficit - that has been weighing on the dollar - could be reduced. mr snow who is currently in dublin at the start of a four-nation eu visit  has applauded ireland s introduction of lower taxes and deregulation which have helped boost growth.  the eurozone is growing below its potential. when a major part of the global economy is below potential there are negative consequences... for the citizens of those economies... and for their trading partners   he said. mr snow s comments may have helped shore up the dollar on monday  but he was careful to qualify his statement.   our basic policy  of course  is to let open  competitive markets set the values   he explained.  markets are driven by fundamentals and towards fundamentals.  us officials have also said that other economies need to grow  so the us is not the main global growth engine. economists say that the fundamentals  or key indicators  of the us economy are looking far from rosy. domestic consumer demand is cooling  and heavy spending by president bush has pushed the budget deficit to a record $427bn (£230bn). the current account deficit  meanwhile  hit a record $166bn in the second quarter of 2004. for many analysts  a weaker dollar is here to stay.  no end is in sight   said carsten fritsch  a strategist at commerzbank .  it is only a matter of time until the euro reaches $1.30.  some analysts maintain the us is secretly happy with a lower dollar which helps makes its exports cheaper in europe  thus boosting its economy.,business,566
1183,685,mido makes third apology ahmed  mido  hossam has made another apology to the egyptian people in an attempt to rejoin the national team.  the 21-year-old told a news conference in cairo on sunday that he is sorry for the problems that have led to his exclusion from the pharaohs since july last year. mido said:  there isn t much i have to say today  all there is to say is that i came specially from england to egypt to rejoin the national team and to apologise for all my mistakes.  mido was axed by former coach marco tardelli after failing to answer a national call-up  claiming he had a groin injury. but he then played in a friendly for his club as roma within 24 hours of a world cup qualifying match at home to cameroon last september. mido added:  it s not my right to give orders and say when i want to play ... at the same time i will always make sure that i put the national s team s matches as my top priority.  i feel that the national players are playing with a new spirit as i saw them play against belgium (egypt won 4-0 on wednesday) and i simply want to add to their success.  i do confess that i was rude to the egyptian press at times but now i have gained more experience and know that i will never go anywhere without the press s support.  many of the international stars like david beckham and (zinedine) zidane had the press opposing them.  so i m now used to the fact that the press can be against me at times and i don t have to overreact when this happens. meanwhile  egypt fa spokesman methat shalaby welcomed the apology and said no one had exerted pressure on mido to apologise.  mido s apology today does not negatively affect mido in anyway  on the contrary it makes him a bigger star and a role model for all football players   shalaby said. shalaby earlier said that after an apology mido would be available for the national side if coach hassan shehata chose him. mido joined tottenham in an 18-month loan deal near the end of the january transfer window  scoring twice on his debut against portsmouth.,sport,499
1249,1948,aviation firms eye booming india india s defence minister has opened the country s aero india 2005 air show with an invitation for global aerospace firms to outsource jobs to the nation.  pranab mukherjee said such companies could take advantage of india s highly skilled workers and low wages. more than 240 civil and military aerospace firms from 31 countries are attending the show. analysts said india could spend up to $35bn (£18.8bn) in the aviation market over the next 20 years. giants such boeing and airbus - on the civil aviation front - as well as lockheed martin and france s snecma - on the military side - are some of the firms attending the show.  there is tremendous scope for outsourcing from india in areas where the companies are competitive   said mr mukerjee.  we are keen to welcome international collaborations that are in conformity with our national goals.   lockheed said it had signed an agreement with state-owned hindustan aeronautics (hal) to share information on the p-3 orion maritime surveillance aircraft.  in fact  the indian armed force is considering the buying of used p-3 orion as well as f-16 fighter jets from lockheed. the us military industry has show a strong interest to open a link with india  now that relations between the two countries have improved a lot. in fact  it is the first time the us air force will attend the air show since sanctions imposed in 1998 after india s nuclear tests were lifted. but the indian air force is also considering proposals from other foreign firms such as france s dassault aviation  sweden s saab and russia s mikoyan-gurevich. meanwhile  france s snecma has also said it plans a joint venture with hal to make engine parts  with an initial investment of $6.5m.  on the civilian front  boeing announced a deal with india s hcl technologies to develop a platform for the flight test system of its 787 dreamliner aircraft. the us company also said it had agreed with a new indian budget airline the sale of 10 737-800 planes for $630m. the airline  spicejet  will also have the option to acquire 10 more aircraft. airbus has also recently signed fresh deals with two indian airlines - air deccan and kingfisher. in addition  the european company has plans to open a training centre in india. meanwhile  flag carrier air india is considering to buy 50 new aircraft from either boeing or airbus.  no other market is going to see the growth that will be seen here in the coming years   said dinesh keskar  senior vice president boeing.,business,578
1349,889,aaliyah claim dismissed by court late r&b star aaliyah s record company has failed in an attempt to sue the video producer who booked the ill-fated flight on which she died in 2001.  a new york appeals court has told blackground records that only the singer s parents had the right to launch a claim for wrongful death. the 22-year-old singer s family came to an undisclosed settlement over a negligence claim in 2003. aaliyah had completed a music video when the plane crashed in the bahamas. she and eight others were killed on the plane  which crashed as if left for florida. blackground records  lawyer frank penski said he had yet to examine the decision and did not know whether they would pursue the case.  an investigation into the crash revealed the twin-engined cessna was overloaded by 700 pounds (320kg). a post-mortem carried out on the remains of the pilot showed there was cocaine and alcohol in his body. aaliyah was a rising star in music and film before she was killed. she was honoured with a string of posthumous awards and her single more than a woman went to number one in the uk.,entertainment,251
1456,955,blair told to double overseas aid tony blair is being urged to use all his negotiating powers to end poor countries  debt and double aid.  some 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels  oxfam says in a report  paying the price. the call comes as the prime minister prepares to assume the presidency of the g8 of top industrialised nations.  as rich countries get richer  they re giving less and less. this scandal must stop   oxfam s barbara stocking said.   the world s poorest children are paying for rich countries  policies in aid and debt with their lives.  2005 offers the chance for an historic breakthrough  but unless world leaders act now the year will end in shameful failure   the charity s director added. the report said:  for rich countries  providing aid to help to end global poverty is an obligation and a matter of justice  not an act of charity.  it also points out that in 1970 the g8 of top industrialised nations agreed to spend 0.7% of their incomes on aid. but 34 years later none of the organisations members have reached this target and many have not yet set a timetable  the report says.  it argues that the price of not investing in poor countries  sustainable development will be felt across the world. the report said:  global poverty threatens our shared prosperity and security.  environmental crises and natural disasters  disease and drug trafficking know no national borders. poverty heightens the likelihood of conflict and unrest.  new threats to the peace and security of rich nations arise from poverty and gross inequalities.  criminal and terrorist networks are more likely to operate where state institutions are weak.   both the prime minister and chancellor gordon brown have called for urgent action to fight world poverty. mr blair  who has described africa as a  scar  on the world s conscience  has already said tackling world poverty would be one his g8 priorities along with climate change and the aids epidemic. mr brown has also pledged to write off the debt owed to britain by the world s poor nations. a spokeswoman for the department for international development said:  the government had made a clear commitment to reaching 0.7% of gross national income for overseas development aid by 2013.  if britain s proposal for an international finance facility were adopted  the objective of 0.7% could be achieved earlier  by 2008-09.  these additional resources will be used to increase uk bilateral aid to africa to at least £1.25bn a year by 2008 and spend at least £1.5bn on hiv/aids related work over the next three years.,politics,534
748,1583,martinez sees off vinci challenge veteran spaniard conchita martinez came from a set down to beat italian roberta vinci at the qatar open in doha.  the 1994 wimbledon champion won 5-7 6-0 6-2 to earn a second round meeting with french open champion anastasia myskina. fifth seed patty schnyder also had a battle as she needed three sets to beat china s na li 7-5 3-6 7-5. slovakian daniela hantuchova beat bulgarian magdaleena maleeva 4-6 6-4 6-3 to set up a second round clash with russian elena bovina. the veteran martinez found herself in trouble early on against vinci with the italian clinching the set thanks to breaks in the third and 11th games. but vinci s game fell to pieces after that and martinez swept her aside with some crisp cross-court returns and deft volleys. in the day s other matches  japan s ai sugiyama defeated australian samantha stosur 6-2 6-3 while australian nicole pratt beat tunisian selima sfar 7-5 6-2 and will next face compatriot alicia molik.,sport,306
759,890,mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend.  britain s first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise. in the 20 years since that day  mobile phones have become an integral part of modern life and now almost 90% of britons own a handset. mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.  the first ever call over a portable phone was made in 1973 in new york but it took 10 years for the first commercial mobile service to be launched. the uk was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. the first call was made from st katherine s dock to vodafone s head office in newbury which at the time was over a curry house. for the first nine days of 1985 vodafone was the only firm with a mobile network in the uk. then on 10 january cellnet (now o2) launched its service. mike caudwell  spokesman for vodafone  said that when phones were launched they were the size of a briefcase  cost about £2 000 and had a battery life of little more than 20 minutes.   despite that they were hugely popular in the mid-80s   he said.  they became a yuppy must-have and a status symbol among young wealthy business folk.  this was also despite the fact that the phones used analogue radio signals to communicate which made them very easy to eavesdrop on. he said it took vodafone almost nine years to rack up its first million customers but only 18 months to get the second million.  it s very easy to forget that in 1983 when we put the bid document in we were forecasting that the total market would be two million people   he said.  cellnet was forecasting half that.  now vodafone has 14m customers in the uk alone. cellnet and vodafone were the only mobile phone operators in the uk until 1993 when one2one (now t-mobile) was launched. orange had its uk launch in 1994. both newcomers operated digital mobile networks and now all operators use this technology. the analogue spectrum for the old phones has been retired. called global system for mobiles (gsm) this is now the most widely used phone technology on the planet and is used to help more than 1.2 billion people make calls. mr caudwell said the advent of digital technology also helped to introduce all those things  such as text messaging and roaming that have made mobiles so popular.,tech,559
1439,1111,what high-definition will do to dvds first it was the humble home video  then it was the dvd  and now hollywood is preparing for the next revolution in home entertainment - high-definition.  high-definition gives incredible  3d-like pictures and surround sound. the dvd disks and the gear to play them will not be out for another year or so  and there at are still a number of issues to be sorted out. but when high-definition films do come out on the new format dvds  it will profoundly change home entertainment. for rick dean  director of business development for digital content company thx  a high-definition future is an exciting prospect. he has worked on the star wars dvd trilogy  finding nemo  the incredibles and indiana jones.  there was a time not so long ago when the film world and the video world were two completely separate worlds   he told the bbc news website.   the technology we are dealing with now means they are very much conjoined.  the film that we see in theatres is coming from the same digital file that we take the home video master   he says. but currently  putting a master feature film onto dvd requires severe compression because current dvd technology cannot hold as much as high-definition films demand.  as much as you compress the picture data rate wise  you also take qualities away from the picture that we fight so hard to keep in the master   he explains.  i would love to be able to show people what projects that we worked on really look like in the high-def world and i find it very exciting.   high-definition dvds can hold up to six times more data than the dvds we are used to. it will take time though to persuade people who spent money on dvd players to buy the different players and displays required to watch high-definition dvds in 18 months  time. mr dean is confident though:  i think if they see real hd [high-definition]  not some heavily compressed version of it  there is such a remarkable difference.  i have heard comments from people who say the images pop off the screen.   high-definition will mean some changes for those working behind the scenes too. on the whole  producing films for high-definition dvds will be easier in some ways because less compression is needed. equally  it may mean hollywood studios ask for more to be put onto the average dvd.  when we master movies right now  our data rates are running at about 1.2 gigabits per second   says mr dean.  our dvds that we put out today have to be squashed down to about five or six megabits per second.  that s a huge amount of compression that has to be applied - about 98%. so if you have anything that allows more space  you don t have to compress so hard.  studios could fit a lot more marketing material  games  and features  onto high-capacity dvds. currently  an entire dvd project can take up to three months  says mr dean. although the step of down-converting will be bypassed  this will realistically only save a day s work  says mr dean. one of the most time consuming elements is building dvd navigation and menu systems. on the fairly complex star wars disks  making sure the menu buttons worked took 45 human hours alone. if studios want to cash in on the extra space  it could mean extra human hours  for which someone has to pay.  if the decision on the studio side is that they are going to put a lot more on these disks  it could be more expensive because of all the extra navigation that is required.  and if studios do focus on delivering more  added value content   thinks mr dean  ultimately it could mean that they will want more money for it. those costs could filter down to the price ticket on a high-definition dvd. but if the consumer is not willing to pay a premium price  studios will listen  thinks mr dean.  high-definition throws up other challenge to film makers and dvd production alike. more clarity on screen means film makers have to make doubly sure that attention to detail is meticulous.  when we did the first hd version of star wars episode i  everybody was very sun-tanned  but that was make-up.  in the hd version of episode i  all these make-up lines showed up   explains mr dean. the restoration of the older star wars episodes revealed some interesting items too.   there are scans of a corridor [on the death star] and fairly plainly in one of those shots  there is a file cabinet stuck behind one of the doorways.  you never used to be able to see it because things are just blurred enough during the pan that you just didn t see it.  what high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur. with home theatre systems turning living rooms into cinemas  this line blurs even further. it could also mean that how we get films  and in what format  will widen.  in the future we are going to look towards file delivery over ip [internet protocol - broadband]  giving a dvd-like experience from the set-top box to the hard drive   says mr dean. but that is some time off for most  and for now  people still like to show off something physical in their bookshelves.,tech,1094
1261,1167,u2 stars enter rock hall of fame singer bruce springsteen has inducted irish rock band u2 into the rock and roll hall of fame  in new york.  the lavish ceremony  celebrating the 50th anniversary of rock  n  roll  also saw the induction of the pretenders  percy sledge  the o jays and buddy guy.  this was a band that wanted to lay claim to this world and the next one  too   said springsteen. bono  the edge  adam clayton and larry mullen jr  who formed u2 at school in 1977  begin a world tour on 28 march. introducing the band  springsteen mocked bono as the man who  single-handedly pioneered the irish mullet   poking fun at  one of the best and most endearingly messianic complexes in rock  n  roll . but he also spoke of the group s enduring stature  adding that it was the only band of the last 20 years where he knew all four members  names.  u2 s contemporaries  the pretenders  led by chrissie hynde - took to the stage to perform my city was gone with inductee neil young.  we are a tribute band   said hynde  53.  we re paying tribute to james honeyman-scott and pete farndon  without whom we would not have been here   she said  referring to the premature deaths of two of the band s guitarists from drug overdoses.  britain s rod stewart introduced percy sledge  citing his best-known hit when a man loves a woman as  one of the best performances i ve ever heard . justin timberlake introduced soul group the o jays  a gospel-style quartet from ohio  who performed a medley of their best-known songs including back stabbers  love train and for the love of money.  anyone who s ever written  produced or performed something soulful stands in the shadows of these giants   said timberlake.  joining the ceremony at new york s waldorf astoria were legendary r&b star bo diddley  who performed with eric clapton and robbie robertson.  clapton  alongside bb king  also introduced fellow guitarist buddy guy and recalled seeing him play as a teenager in england.  he was for me what elvis was probably like for other people   he said.  my course was set and he was my pilot   said clapton who joined guy and king in a performance of let me love you baby. also performing at the ceremony was veteran musician jerry lee lewis who continued his reputation as a rowdy piano-pounder despite his 69 years  kicking over his stool and sitting on the piano during a rendition of whole lotta shakin  goin  on.,entertainment,547
1166,1682,fuming robinson blasts officials england coach andy robinson said he was  livid  after his side were denied two tries in sunday s 19-13 six nations loss to ireland in dublin.  mark cueto s first-half effort was ruled out for offside before the referee spurned tv replays when england crashed over in the dying minutes.  [i m] absolutely spitting. i m livid. there s two tries we ve been cost   robinson told bbc sport.  we ve got to go back to technology. i don t know why we didn t.  south african referee jonathan kaplan ruled that cueto was ahead of charlie hodgson when the fly-half hoisted his cross-field kick for the sale wing to gather.  kaplan then declined the chance to consult the fourth official when josh lewsey took the ball over the irish line under a pile of bodies for what could have been the game-winning try.  i think mark cueto scored a perfectly legal try and i think he should have gone to the video referee on josh lewsey   said robinson.  it is how we use the technology. it is there  and it should be used.   i am still trying to work out the cueto try. i have looked at both  and they both looked tries.  we are very disappointed  and this will hurt  there is no doubt about that.  we are upset now  but the referee is in charge and he has called it his way and we have got to be able to cope with that.   we did everything we could have done to win the game. i am very proud of my players and  with a couple of decisions  this could have been a very famous victory.  i thought we dominated. matt stevens had an awesome game at tighthead prop  while the likes of charlie hodgson  martin corry and lewis moody all came through well.  josh lewsey was awesome  and every one of the forwards stood up out there. given the pressure we were under  credit must go to all the players.  we have done everything but win a game of rugby  but ireland are a good side. they defended magnificently and they ve got every chance of winning this six nations.  england have lost their first three matches in this year s six nations and four out of their six games since robinson took over from sir clive woodward in september.,sport,517
263,2151,spain coach faces racism inquiry spain s football federation has initiated disciplinary action against national coach luis aragones over racist comments about thierry henry.  if found guilty aragones could lose his job or face a fine of about £22 000. the federation had initially declined to take action against aragones after comments he made during a national team training session in october. but its president angel maria villar changed his mind after a request by spain s anti-violence commission. aragones insisted the comments  made to henry s arsenal club-mate jose antonio reyes  were meant to motivate the player  and were not intended to be offensive.   i never intended to offend anyone  and for that reason i have a very easy conscience   he said at the time.  i m obliged to motivate my players to get the best results.  as part of that job  i use colloquial language  with which we can all understand each other within the framework of the football world.   england s players made a point of wearing anti-racism t-shirts when training before their friendly against spain in madrid last month.  but the storm increased following racist chanting by spanish fans at england s black players during the game  which spain won 1-0. spain s minister of sport jaime lissavetzky was quick to give his backing to the federation s decision.  everyone who has a public function has to consider their declarations  and make sure they do not give a negative image   he said.  we are going to have zero tolerance in questions of racism.,sport,337
665,1603,singer knight backs anti-gun song r&b star beverley knight said she sang on an anti-gun single after being  haunted  by the fatal 2003 shooting of two teenage girls in birmingham.  knight and drum  n  bass star roni size have released no more in a bid to reduce gun use among young people. she said she was  horrified  by the deaths of charlene ellis  18  and letisha shakespeare  17. size  whose new forms album won the 1997 mercury music prize  said gun use was  nothing to be glamorised .  there were more than 10 500 firearms offences and 70 gun crime deaths in england and wales between june 2003 and 2004  according to home office figures. knight said the scale of the problem became clear to her after the 2003 shootings in aston  near knight s birmingham home.   it haunted me to be honest  it haunted my sleep   she said. size became involved after two friends  donna small and asha jama  were shot in his bristol hometown in october. jama  25  lost her sight in one eye while 22-year-old small suffered serious head injuries. size said he collaborated on the single  which was released on monday  because he has  a bird s eye view of what s going on .  over the last 10 years  i have seen a lot of things happen and it is nothing to be glamorised  it really isn t   he said.,entertainment,292
239,1642,tulu to appear at caledonian run two-time olympic 10 000 metres champion derartu tulu has confirmed she will take part in the bupa great caledonian run in edinburgh on 8 may.  the 32-year-old ethiopian is the first star name to enter the event. tulu has won the boston  london and tokyo marathons  as well as the world 10 000m title in 2001.  we are delighted to have secured the services of one the most decorated competitors the sport has ever seen   said race director matthew turnbull.  her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with tulu s   he added.  she might be 33 next month  but that didn t stop her winning the olympic 10 000m bronze medal last summer. she s an ultra-consistent championships racer.,sport,193
1309,1533,saudi ministry to employ women women will be employed in saudi arabia s foreign ministry for the first time this year  foreign minister prince saud al-faisal has been reported as saying.  the move comes as the conservative country inches open the door to working women. last year  crown prince abdullah  the de-facto ruler  told government departments to put plans in place for employing women. but progress has been slow  reports from the country say.  earlier this week  the local arab news said labour minister ghazi al-gosaibi had  caused uproar  when he said his ministry was having difficulty hiring women because they demanded segregated offices. the newspaper said many saudi women found his explanation  a pitiful excuse for not employing women . women now make up more than half of all graduates from saudi universities but only 5% of the workforce.  our educational reforms have created a new generation of highly-educated and professionally trained saudi women who are acquiring their rightful position in saudi society   arab news quoted prince saud as saying.  i am proud to mention here that this year we shall have women working in the ministry of foreign affairs for the first time.,business,239
1318,119,chelsea denied by james heroics a brave defensive display  led by keeper david james  helped manchester city hold the leaders chelsea.  after a quiet opening  james denied damien duff  jiri jarosik and mateja kezman  while paul bosvelt cleared william gallas  header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard s free-kick and superbly tipped the same player s volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea - deprived of arjen robben and didier drogba through injury - struggled to pose much of a threat. indeed  it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wright-phillips - watched by england boss sven-goran eriksson - showed his customary trickery to burst into the right of the area and deliver a dangerous ball  which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first  duff got round ben thatcher and blasted in a shot that james parried to kezman  who turned the ball wide.  soon afterwards  jarosik found space in the area to powerfully head lampard s corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman s fierce drive before bosvelt and james combined to clear gallas  header from duff s corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wright-phillips raced down the left and crossed to fowler but city s lone man up front  left free by terry s slip  contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first  although james was forced to divert a cross from the lively duff away from eidur gudjohnsen s path. there was a nasty moment for petr cech  looking for a ninth straight clean sheet in the league  when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed  which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge  this time from richard dunne in time added on  prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard s volley round the post.  cech  paulo ferreira  gallas  terry  bridge  jarosik (tiago 56)  lampard  makelele  duff  gudjohnsen  kezman (cole 63).  subs not used: johnson  smertin  cudicini.  makelele  gudjohnsen.  james  mills  distin  dunne  thatcher  shaun wright-phillips  bosvelt  barton  sibierski (mcmanaman 85)  musampa  fowler.  subs not used: macken  weaver  onuoha  jordan.  bosvelt.  42 093  h webb (s yorkshire).,sport,802
